X,Y,OBJECTID,l_ep_maj,l_type,sous_cat,sous_cat2,sous_cat3,label,reseau1,reseau2,reseau3,reseau4,reseau5,adresse,type_lieu
648617.590000004,6861524.2482,919,JOEL BOISGONTIER,antiquaire,,,,,,,,,,27 RUE RAMPONEAU,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,920,C.BAGGIO,antiquaire,,,,,,,,,,365 RUE DES PYRÉNÉES,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,921,DANIEL BRUKARZ,antiquaire,,,,,,,,,,89 RUE PIXÉRÉCOURT,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,922,ELENA ET CHRISTIAN JUNG,antiquaire,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,923,LA FILLE DU PIRATE,antiquaire,,,,,,,,,,62 BOULEVARD DE MÉNILMONTANT,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,924,DIDIER HEIDET,antiquaire,,,,,,,,,,202 AVENUE DU MAINE,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,925,CORBIER,antiquaire,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,926,L'ESPADON,antiquaire,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,927,MA CAVERNE,antiquaire,,,,,,,,,,5 RUE JEAN-JACQUES ROUSSEAU,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,928,JOBERT,antiquaire,,,,,,,,,,38 RUE DU MONT THABOR,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,929,DE VOLDERE,antiquaire,,,,,,,,,,17 RUE SAINT-PAUL,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,930,DOMENICO CASCIELLO,antiquaire,,,,,,,,,,25 RUE SAINT-PAUL,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,931,JOFFRE TAPIS,antiquaire,,,,,,,,,,27 RUE SAINT-PAUL,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,932,DIDIER HEIDET,antiquaire,,,,,,,,,,31B RUE DU FAUBOURG MONTMARTRE,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,933,ARNAUD HUET,antiquaire,,,,,,,,,,38 RUE DE BABYLONE,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,934,LA DENTELIERE,antiquaire,,,,,,,,,,45 AVENUE GEORGE V,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,935,EGHNER,antiquaire,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,936,VALERIE MUNE,antiquaire,,,,,,,,,,10 AVENUE MAURICE BERTEAUX,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,937,SEBL'ANTIC,antiquaire,,,,,,,,,,GRANDE RUE & RUE MONTENARD,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,938,GALERIE JOLIVET,antiquaire,,,,,,,,,,34 RUE GABRIEL PÉRI,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,939,RICHARD DUFLOT,antiquaire,,,,,,,,,,100 AVENUE JEAN JAURÈS,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,940,GALERIE FC,antiquaire,,,,,,,,,,99 AVENUE JEAN BAPTISTE CLEMENT,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,941,NEVY,antiquaire,,,,,,,,,,26 RUE THIERS,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,942,JEAN-PIERRE MICHAUD,antiquaire,,,,,,,,,,26 RUE PAUL BERT,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,943,PARIS MANAUS,antiquaire,,,,,,,,,,RUE CASSES & RUE EUGÈNE,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,944,CATHERINE MARIN,antiquaire,,,,,,,,,,114 AVENUE MICHELET,Commerces de l'art et d'antiquités
648617.590000004,6861524.2482,945,LE COEUR DU VILLAGE,antiquaire,,,,,,,,,,RUE DES ROSIERS & IMPASSE SAINTE-SOPHIE,Commerces de l'art et d'antiquités
652754.260399997,6861524.5027,946,DDG,galerie d'art,,,,,,,,,,15 QUAI SAINT-MICHEL,Commerces de l'art et d'antiquités
652254.636699997,6861526.7188,947,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
649840.668899998,6861527.268,948,CINE-IMAGES,galerie d'art,,,,,,,,,,31 RUE DE L'UNIVERSITÉ,Commerces de l'art et d'antiquités
652247.088100001,6861531.3089,949,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
646273.916500002,6861531.3145,950,LIBRAIRIE LAVOCAT,librairie,généraliste, , , ,Paris Librairies,Place des Libraires, , , ,36 BOULEVARD DE CHARONNE,Commerces du livre
651785.3257,6861535.1407,951,AAAPOUM BAPOUM,librairie,spécialisée,bande dessinée, , , , , , , ,125 BOULEVARD DU MONTPARNASSE,Commerces du livre
652714.016500004,6861535.7481,952,L'ILE AUX IMAGES,galerie d'art,,,,,,,,,,218 RUE SAINT-JACQUES,Commerces de l'art et d'antiquités
652714.016500004,6861535.7481,953,TRUE WEST,galerie d'art,,,,,,,,,,18 BOULEVARD SAINT-MARCEL,Commerces de l'art et d'antiquités
652233.693099998,6861539.2076,954,,bouquiniste,,,,,,,,,,PORT DE LA TOURNELLE,Commerces du livre
652225.978,6861543.9397,955,,bouquiniste,,,,,,,,,,PROMENADE MARCELINE LORIDAN-IVENS,Commerces du livre
652638.993699998,6861544.9122,956,JEAN CHRISTOPHE CHARBONNIER,galerie d'art,,,,,,,,,,32 RUE DE L'ARBALÈTE,Commerces de l'art et d'antiquités
651949.714400001,6861545.5233,957,GALERIE SAINT SEVERIN,galerie d'art,,,,,,,,,,31 RUE DAUPHINE,Commerces de l'art et d'antiquités
651812.180100001,6861546.5467,958,BOULINIER,librairie,spécialisée,livres d'occasion, , , , , , , ,88 RUE DE SÈVRES,Commerces du livre
652215.859099999,6861550.1287,959,,bouquiniste,,,,,,,,,,PROMENADE MARCELINE LORIDAN-IVENS,Commerces du livre
652820.4089,6861551.9274,960,AD4,antiquaire,,,,,,,,,,33 RUE DE BEAUNE,Commerces de l'art et d'antiquités
652703.6083,6861552.7094,961,FREDERIC GOT,galerie d'art,,,,,,,,,,67 QUAI DE LA TOURNELLE,Commerces de l'art et d'antiquités
648625.913400002,6861554.0369,962,PINGEL RARE BOOKS,librairie,spécialisée,livres rares, , , , , , , ,132 RUE SAINT-MAUR,Commerces du livre
651212.988399997,6861554.8989,963,COMPAGNONNAGE,librairie,spécialisée,technique,bâtiment, , , , , , ,RUE DU CHAMP-DE-MARS & PASSAGE DE L'UNION,Commerces du livre
652048.030100003,6861556.3793,964,MAILLETZ,galerie d'art,,,,,,,,,,22 PASSAGE DAUPHINE,Commerces de l'art et d'antiquités
652205.1228,6861556.4236,965,,bouquiniste,,,,,,,,,,PROMENADE MARCELINE LORIDAN-IVENS,Commerces du livre
649421.693499997,6861557.3245,966,EUROPIA PRODUCTION,galerie d'art,,,,,,,,,,2 AVENUE MATIGNON,Commerces de l'art et d'antiquités
653892.050399996,6861557.4615,967,ATELIERS DE PARIS,galerie d'art,,,,,,,,,,17 RUE ROBERT FLEURY,Commerces de l'art et d'antiquités
652194.197700001,6861563.1232,968,,bouquiniste,,,,,,,,,,PROMENADE MARCELINE LORIDAN-IVENS,Commerces du livre
650039.825900003,6861564.2449,969,GALERIE MINSKY,galerie d'art,,,,,,,,,,31 AVENUE MATIGNON,Commerces de l'art et d'antiquités
652679.6369,6861566.0598,970,CARRE D'ARTISTES,galerie d'art,,,,,,,,,,5-15 RUE DE L'ABBAYE,Commerces de l'art et d'antiquités
646264.0255,6861567.6754,971,88,antiquaire,,,,,,,,,,1 RUE TESSON,Commerces de l'art et d'antiquités
650360.1171,6861569.7421,972,AVIATION,antiquaire,,,,,,,,,,42 RUE DE MAUBEUGE,Commerces de l'art et d'antiquités
651344.782099999,6861570.2311,973,GALERIE PAUL PROUTE,galerie d'art,,,,,,,,,,15 RUE DU PRÉ AUX CLERCS,Commerces de l'art et d'antiquités
653600.113399997,6861577.0323,974,GALERIE IHAM,galerie d'art,,,,,,,,,,16 PLACE DES VOSGES,Commerces de l'art et d'antiquités
652164.875799999,6861586.4068,975,,bouquiniste,,,,,,,,,,PROMENADE MARCELINE LORIDAN-IVENS,Commerces du livre
642102.214100003,6861589.1529,976,CERCA TROVA,galerie d'art,,,,,,,,,,TERRASSE DES FEUILLANTS,Commerces de l'art et d'antiquités
652664.071400002,6861589.8803,977,COLLECTION PRIVE,galerie d'art,,,,,,,,,,3 RUE D'ARRAS,Commerces de l'art et d'antiquités
651886.015900001,6861591.415,978,GUY TREDANIEL EDITEUR,librairie,maison d'édition, , , , , , , , ,159B BOULEVARD DU MONTPARNASSE,Commerces du livre
652091.658299997,6861592.3077,979,SHAKESPEARE AND COMPANY,librairie,spécialisée,langue étrangère,anglais,Librairie Indépendante de Référence,Place des Libraires, , , , ,2 RUE DE BUCI,Commerces du livre
651253.367399998,6861592.3658,980,PASSAGES,librairie,maison d'édition, , , , , , , , ,4-46 PASSAGE JOUFFROY,Commerces du livre
652156.680399999,6861592.7861,981,,bouquiniste,,,,,,,,,,PROMENADE MARCELINE LORIDAN-IVENS & PORT DES SAINTS-PÈRES,Commerces du livre
654896.541000001,6861593.7348,982,CURIEUSE,galerie d'art,,,,,,,,,,5 RUE LOUIS BRAILLE,Commerces de l'art et d'antiquités
651610.762599997,6861595.417,983,PHOTO SAINT GERMAIN,galerie d'art,,,,,,,,,,PASSAGE DAUPHINE & RUE MAZARINE,Commerces de l'art et d'antiquités
654812.103299998,6861598.4063,984,ARC EN CIEL,librairie,spécialisée,ésotérisme, , , , , , , ,5 RUE DU GENERAL LECLERC,Commerces du livre
649320.976300001,6861598.7664,985,DUQUESNE DIFFUSION,librairie,maison d'édition, , , ,Lalibrairie.com, , , , ,12 RUE DU CHÂTEAU LANDON,Commerces du livre
652147.719499998,6861599.5474,986,,bouquiniste,,,,,,,,,,PROMENADE MARCELINE LORIDAN-IVENS & PORT DES SAINTS-PÈRES,Commerces du livre
655426.538599998,6861600.2939,987,QUILOMBO,librairie,spécialisée,militante, , ,Paris Librairies,Place des Libraires, , , ,205 BOULEVARD RASPAIL,Commerces du livre
653090.358499996,6861600.9832,988,LES VIRTUOSES DE LA RECLAME,antiquaire,,,,,,,,,,21 QUAI VOLTAIRE,Commerces de l'art et d'antiquités
652144.056100003,6861602.4213,989,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
650812.846299998,6861603.8416,990,GALERIE SAINT GERMAIN,galerie d'art,,,,,,,,,,9 RUE DE MÉDICIS,Commerces de l'art et d'antiquités
648397.284299999,6861608.3349,991,CIMAISES ET PLUS,galerie d'art,,,,,,,,,,RUE DOUDEAUVILLE & RUE ERNESTINE,Commerces de l'art et d'antiquités
652132.425499998,6861611.3697,992,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
654253.6237,6861615.6166,993,ANNETTE HUSTER,galerie d'art,,,,,,,,,,32 RUE VERGNIAUD,Commerces de l'art et d'antiquités
655265.042499997,6861615.8962,994,ARTISTIK,galerie d'art,,,,,,,,,,39 RUE DE CHARENTON,Commerces de l'art et d'antiquités
652121.939000003,6861619.5442,995,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
654981.133599997,6861620.0609,996,RAULIN POMPIDON,galerie d'art,,,,,,,,,,5B RUE DE PRAGUE,Commerces de l'art et d'antiquités
652581.569300003,6861620.4139,997,GALERIE ALAIN CARION,galerie d'art,,,,,,,,,,16 RUE DE L'ABBAYE,Commerces de l'art et d'antiquités
651335.618600003,6861621.7211,998,LA LIBRAIRIE POLONAISE,librairie,spécialisée,langue étrangère,polonais, ,Place des Libraires, , , , ,5 RUE DE LABORDE,Commerces du livre
653372.410800003,6861622.5561,999,LA TABLE D'EUGENIE,antiquaire,,,,,,,,,,15 RUE DE LILLE,Commerces de l'art et d'antiquités
652114.555799998,6861625.2924,1000,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
651229.182499997,6861626.8804,1001,LIBRAIRIE CANOPE,librairie,spécialisée,sciences,éducation, , , , , , ,2 RUE BLEUE,Commerces du livre
652574.980999999,6861629.1672,1002,ANTIQUITES,antiquaire,,,,,,,,,,12 RUE DES SAINTS-PÈRES,Commerces de l'art et d'antiquités
655270.045199998,6861631.7727,1003,UN LIVRE UNE IMAGE,galerie d'art,,,,,,,,,,RUE DE CHARENTON & COUR DU CHÊNE-VERT,Commerces de l'art et d'antiquités
652105.800499998,6861631.8737,1004,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
653119.249799997,6861632.5774,1005,ART FORMEL,antiquaire,,,,,,,,,,11 QUAI VOLTAIRE,Commerces de l'art et d'antiquités
654065.260200001,6861634.9606,1006,ARCHIMEDE ET TIEPOLO DECO,galerie d'art,,,,,,,,,,5 RUE MAURICE BOUCHOR,Commerces de l'art et d'antiquités
654876.898199998,6861636.0887,1007,FEDERATION PHOTOGRAPHIQUE DE FRANCE,galerie d'art,,,,,,,,,,14 RUE VULPIAN,Commerces de l'art et d'antiquités
654726.012599997,6861637.069,1008,REFUGE BD,librairie,spécialisée,bande dessinée, , ,Paris Librairies,Place des Libraires, , , ,RUE DAGUERRE & RUE ROGER,Commerces du livre
652096.4516,6861639.0884,1009,,bouquiniste,,,,,,,,,,14 RUE CLER,Commerces du livre
654045.479400001,6861640.0592,1010,LAPPELIER - GENEVIEVE BONIEUX,galerie d'art,atelier-galerie,,,,,,,,,11 RUE LALANDE,Commerces de l'art et d'antiquités
653063.795599997,6861640.6651,1011,PHOTO 12,galerie d'art,,,,,,,,,,18 PLACE DES VOSGES,Commerces de l'art et d'antiquités
654164.166900001,6861644.469,1012,BD NET BASTILLE,librairie,spécialisée,bande dessinée, ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires,Canal BD, , ,56 RUE DE TOLBIAC,Commerces du livre
652088.053999998,6861645.6513,1013,,bouquiniste,,,,,,,,,,21B AVENUE DE SÉGUR,Commerces du livre
654205.743000001,6861647.4065,1014,HEART GALERIE,galerie d'art,,,,,,,,,,15 RUE DE RAMBOUILLET,Commerces de l'art et d'antiquités
653130.226199999,6861648.3457,1015,AU PETIT BONHEUR LA CHANCE,antiquaire,,,,,,,,,,27 QUAI VOLTAIRE,Commerces de l'art et d'antiquités
653754.903200001,6861648.6795,1016,GRAND MARCHE D'ART CONTEMPORAIN DE LA BASTILLE,foire d'art,art contemporain,,,,,,,,,25 RUE BONAPARTE,Commerces de l'art et d'antiquités
654877.7544,6861652.2611,1017,SPEOS,galerie d'art,,,,,,,,,,124 RUE D'ALÉSIA,Commerces de l'art et d'antiquités
653074.081299998,6861655.9882,1018,GALERIE XII,galerie d'art,,,,,,,,,,18 PLACE DES VOSGES,Commerces de l'art et d'antiquités
653074.081299998,6861655.9882,1019,BASIA EMBIRICOS,galerie d'art,,,,,,,,,,20 PLACE DES VOSGES,Commerces de l'art et d'antiquités
654222.633599997,6861658.072,1020,J.P. BARBANCE,galerie d'art,,,,,,,,,,19 BOULEVARD SOULT,Commerces de l'art et d'antiquités
656206.027900003,6861658.4732,1021,L'OEIL DU VINGTIEME,galerie d'art,,,,,,,,,,107 BIS RUE RAYMOND RIDEL,Commerces de l'art et d'antiquités
650938.402900003,6861659.6598,1022,EMOTIONS,antiquaire,,,,,,,,,,PLACE D'ORION,Commerces de l'art et d'antiquités
654738.359099999,6861660.1845,1023,FAIDHERBE,galerie d'art,,,,,,,,,,16 BOULEVARD DU GÉNÉRAL JEAN SIMON,Commerces de l'art et d'antiquités
654165.402999997,6861662.1792,1024,ART FACTORY BASTILLE,galerie d'art,,,,,,,,,,5 RUE DE PRAGUE,Commerces de l'art et d'antiquités
653140.409900002,6861664.1357,1025,LIMA SELECT,antiquaire,,,,,,,,,,54 RUE DE SAINT CLOUD,Commerces de l'art et d'antiquités
648837.637100004,6861664.7665,1026,ART PARIS,foire d'art,art contemporain,,,,,,,,,25 RUE SAINT-PAUL,Commerces de l'art et d'antiquités
648837.637100004,6861664.7665,1027,ART CAPITAL,foire d'art,art contemporain,,,,,,,,,10 PLACE DES VOSGES,Commerces de l'art et d'antiquités
648837.637100004,6861664.7665,1028,PARIS PHOTO,foire d'art,photographie,,,,,,,,,26 BOULEVARD SAINT-GERMAIN,Commerces de l'art et d'antiquités
648837.637100004,6861664.7665,1029,SALON INTERNATIONAL DU LIVRE RARE ET DES ARTS GRAPHIQUES,foire d'art,art graphique,,,,,,,,,15 RUE GUÉNÉGAUD,Commerces de l'art et d'antiquités
648837.637100004,6861664.7665,1030,BIENNALE REVELATIONS,foire d'art,artisanat,,,,,,,,,15 RUE DE SEINE,Commerces de l'art et d'antiquités
651457.707199998,6861666.0651,1031,EDITIONS DE LA DIFFERENCE,librairie,maison d'édition, , , , , , , , ,115 AVENUE DE LA BOURDONNAIS,Commerces du livre
652852.968500003,6861668.1118,1032,,bouquiniste,,,,,,,,,,12 QUAI MALAQUAIS,Commerces du livre
651993.648199998,6861668.6424,1033,SARTONI ET CERVEAU,galerie d'art,,,,,,,,,,2 RUE DE L'ECHAUDÉ,Commerces de l'art et d'antiquités
650611.142899998,6861670.6463,1034,ANTOINE BOCCADOR,antiquaire,,,,,,,,,,26 RUE HENRI REGNAULT,Commerces de l'art et d'antiquités
653145.895400003,6861672.1703,1035,AU DEBOTTE,antiquaire,,,,,,,,,,1 QUAI VOLTAIRE,Commerces de l'art et d'antiquités
652843.555799998,6861673.0447,1036,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
652033.5286,6861675.296,1037,,bouquiniste,,,,,,,,,,9 AVENUE MATIGNON,Commerces du livre
652834.682700001,6861678.0338,1038,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
653088.311899997,6861678.428,1039,LE CHEF D'OEUVRE INCONNU,antiquaire,,,,,,,,,,70 AVENUE DU PRÉSIDENT POMPIDOU,Commerces de l'art et d'antiquités
653992.856700003,6861679.4398,1040,ACHETEZ DE L'ART,galerie d'art,,,,,,,,,,32 RUE DE LA GAÎTÉ,Commerces de l'art et d'antiquités
653992.856700003,6861679.4398,1041,LA DEMEURE DES ARTISTES,galerie d'art,,,,,,,,,,14 RUE DU GÉNÉRAL HUMBERT,Commerces de l'art et d'antiquités
652019.932300001,6861680.9657,1042,,bouquiniste,,,,,,,,,,76 RUE DU FAUBOURG SAINT-HONORÉ,Commerces du livre
650911.411600001,6861681.2531,1043,CAHIERS D'ART EDITIONS,galerie d'art,,,,,,,,,,12-42 RUE MAZARINE,Commerces de l'art et d'antiquités
653156.741599999,6861682.1988,1044,MONDE SECRET,antiquaire,,,,,,,,,,1 RUE ALLENT,Commerces de l'art et d'antiquités
653156.741599999,6861682.1988,1045,DES PHOTOGRAPHIES,antiquaire,,,,,,,,,,13 RUE DE LILLE,Commerces de l'art et d'antiquités
652823.846600004,6861684.048,1046,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
654567.684,6861684.338,1047,VICTORIA ANTIQUITES,antiquaire,,,,,,,,,,2 RUE FRANCISQUE SARCEY,Commerces de l'art et d'antiquités
651951.1501,6861686.0645,1048,GIBERT JEUNE,librairie,spécialisée,ésotérisme, , , , , , , ,14 RUE SERPENTE,Commerces du livre
646827.893100001,6861686.1902,1049,ASTRERI,galerie d'art,,,,,,,,,,19 RUE DU MONT CENIS,Commerces de l'art et d'antiquités
652007.442900002,6861686.2424,1050,,bouquiniste,,,,,,,,,,3 RUE DE PROVENCE,Commerces du livre
656730.034999996,6861686.3486,1051,GVP,librairie,spécialisée,ésotérisme, , , , , , , ,30 RUE CROIX DES PETITS CHAMPS,Commerces du livre
652812.8983,6861690.006,1052,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
651998.2377,6861690.1316,1053,,bouquiniste,,,,,,,,,,9 RUE DROUOT,Commerces du livre
651934.618699998,6861693.0043,1054,GIBERT JEUNE,librairie,spécialisée,langue étrangère, , , , , , , ,23 RUE BERTHOLLET,Commerces du livre
651989.9058,6861693.6517,1055,,bouquiniste,,,,,,,,,,31B RUE DU FAUBOURG MONTMARTRE,Commerces du livre
652803.209799998,6861695.4011,1056,,bouquiniste,,,,,,,,,,PORT DES SAINTS-PÈRES,Commerces du livre
653431.673900001,6861696.7196,1057,LIBRAIRIE LA BELLE LURETTE JEUNESSE,librairie,spécialisée,jeunesse, , , , , , , ,5 RUE DE L'ECOLE POLYTECHNIQUE,Commerces du livre
651981.915799998,6861696.8412,1058,,bouquiniste,,,,,,,,,,33 RUE DE MONTHOLON,Commerces du livre
652798.282200001,6861698.1078,1059,,bouquiniste,,,,,,,,,,150 VOIE GEORGES POMPIDOU,Commerces du livre
653168.491099998,6861700.1026,1060,GALERIE SLIM BOUCHOUCHA,galerie d'art,,,,,,,,,,2 RUE DES BEAUX-ARTS,Commerces de l'art et d'antiquités
653168.491099998,6861700.1026,1061,CHRYSOLITE,antiquaire,,,,,,,,,,13 RUE DE LILLE,Commerces de l'art et d'antiquités
653168.491099998,6861700.1026,1062,MANDARINE,antiquaire,,,,,,,,,,9 ROUTE DE GALLARDON,Commerces de l'art et d'antiquités
651973.7267,6861700.3512,1063,,bouquiniste,,,,,,,,,,20 RUE DROUOT,Commerces du livre
655971.435999997,6861700.3823,1064,SENS,galerie d'art,,,,,,,,,,39 RUE FESSART,Commerces de l'art et d'antiquités
653582.864799999,6861701.1082,1065,LIBRAIRIE OPERA BD,librairie,spécialisée,bande dessinée, , ,Paris Librairies,Place des Libraires, , , ,16 RUE DES ECOLES,Commerces du livre
652789.617200002,6861702.7762,1066,,bouquiniste,,,,,,,,,,150 VOIE GEORGES POMPIDOU,Commerces du livre
651965.390000001,6861703.8633,1067,,bouquiniste,,,,,,,,,,5 RUE DE PROVENCE,Commerces du livre
651543.616599999,6861704.0113,1068,CARRE D'ARTISTES,galerie d'art,,,,,,,,,,65 RUE DE SEINE,Commerces de l'art et d'antiquités
651255.321800001,6861706.6472,1069,GALERIE D'ART RIZRIZ PARIS,galerie d'art,,,,,,,,,,54 RUE MAZARINE,Commerces de l'art et d'antiquités
652781.2403,6861707.4155,1070,,bouquiniste,,,,,,,,,,150 VOIE GEORGES POMPIDOU,Commerces du livre
651956.187700003,6861707.7512,1071,,bouquiniste,,,,,,,,,,7 RUE ROSSINI,Commerces du livre
653173.707400002,6861709.1865,1072,SLIM BOUCHOUCHA,antiquaire,,,,,,,,,,2 ALLEE DES HETRES,Commerces de l'art et d'antiquités
652776.562100001,6861709.9844,1073,,bouquiniste,,,,,,,,,,150 VOIE GEORGES POMPIDOU,Commerces du livre
651495.678800002,6861712.1701,1074,CARRE D'ARTISTES,galerie d'art,,,,,,,,,,67 RUE DE SEINE,Commerces de l'art et d'antiquités
654168.562799998,6861712.8836,1075,PATRICK SEGUIN,galerie d'art,,,,,,,,,,54 AVENUE DE LA MOTTE-PICQUET,Commerces de l'art et d'antiquités
651755.852200001,6861713.366,1076,UN REGARD MODERNE,librairie,spécialisée,livres rares, , , , , , , ,32 RUE DE LANCRY,Commerces du livre
650915.944700003,6861713.4454,1077,CAHIERS D'ART,galerie d'art,,,,,,,,,,34 RUE MAZARINE,Commerces de l'art et d'antiquités
652768.3411,6861714.5247,1078,,bouquiniste,,,,,,,,,,144 VOIE GEORGES POMPIDOU,Commerces du livre
653468.070299998,6861714.7708,1079,LIBRAIRIE LA BELLE LURETTE,librairie,généraliste, , , ,Paris Librairies,Place des Libraires, , , ,7 RUE DES CARMES,Commerces du livre
651937.7465,6861715.3747,1080,,bouquiniste,,,,,,,,,,49 RUE SAINT-SABIN,Commerces du livre
651260.127099998,6861716.0987,1081,A2Z ART GALLERY,galerie d'art,,,,,,,,,,54 RUE MAZARINE,Commerces de l'art et d'antiquités
650485.1558,6861718.8133,1082,CARNET DE VOYAGE GALLERY ART DESIGN,galerie d'art,,,,,,,,,,34 AVENUE MATIGNON,Commerces de l'art et d'antiquités
651927.354999997,6861719.765,1083,,bouquiniste,,,,,,,,,,116 RUE D'ALÉSIA,Commerces du livre
652758.098499998,6861720.0783,1084,,bouquiniste,,,,,,,,,,140 VOIE GEORGES POMPIDOU,Commerces du livre
653180.276900001,6861721.028,1085,P. GELOT,galerie d'art,,,,,,,,,,2 RUE DES BEAUX-ARTS,Commerces de l'art et d'antiquités
650635.597900003,6861724.0799,1086,ELSTIR,antiquaire,,,,,,,,,,2 RUE DU BOULOI,Commerces de l'art et d'antiquités
652748.356399998,6861725.5768,1087,,bouquiniste,,,,,,,,,,140 VOIE GEORGES POMPIDOU,Commerces du livre
653163.062799998,6861726.4578,1088,GALERIE CARLA MAGNA,galerie d'art,,,,,,,,,,19 RUE DE TURENNE,Commerces de l'art et d'antiquités
651590.7667,6861727.9046,1089,INSULA,galerie d'art,,,,,,,,,,74 RUE MAZARINE,Commerces de l'art et d'antiquités
653147.252899997,6861729.5318,1090,GALERIE PAULIA ROSA,galerie d'art,,,,,,,,,,19 RUE DE TURENNE,Commerces de l'art et d'antiquités
652739.380800001,6861730.4602,1091,,bouquiniste,,,,,,,,,,RAMPE CHÂTELET,Commerces du livre
651433.332099997,6861730.6688,1092,TASCHEN,librairie,maison d'édition, , , , , , , , ,7 RUE JARRY,Commerces du livre
651308.426700003,6861734.9494,1093,GALERIE NOBELE,galerie d'art,,,,,,,,,,52 RUE JACOB,Commerces de l'art et d'antiquités
653186.934600003,6861735.0277,1094,LES NEIGES D'ANTAN,antiquaire,,,,,,,,,,15 RUE DE LILLE,Commerces de l'art et d'antiquités
652729.278300002,6861736.0036,1095,,bouquiniste,,,,,,,,,,QUAI DE LA MÉGISSERIE & RUE ÉDOUARD COLONNE,Commerces du livre
652720.677000001,6861740.8573,1096,,bouquiniste,,,,,,,,,,RAMPE CHÂTELET,Commerces du livre
651297.529799998,6861742.8059,1097,GALERIE SALON.COM,antiquaire,,,,,,,,,,9 RUE DU BAC,Commerces de l'art et d'antiquités
652711.122500002,6861746.4068,1098,,bouquiniste,,,,,,,,,,RAMPE CHÂTELET,Commerces du livre
651873.524800003,6861746.6308,1099,,bouquiniste,,,,,,,,,,12 QUAI MALAQUAIS,Commerces du livre
652697.873599999,6861754.4247,1100,,bouquiniste,,,,,,,,,,144 VOIE GEORGES POMPIDOU,Commerces du livre
651436.3785,6861755.0257,1101,MAZARINE,librairie,généraliste, , , , , , , , ,31B RUE DU FAUBOURG MONTMARTRE,Commerces du livre
655064.698100001,6861755.0636,1102,GALERIE ATELIER LÉON FROT,galerie d'art,,,,,,,,,,51 RUE DU MONTPARNASSE,Commerces de l'art et d'antiquités
655064.698100001,6861755.0636,1103,GALERIE-ATELIER D'ART LEON FROT - MAMADA,galerie d'art,atelier-galerie,,,,,,,,,55 RUE DU MONTPARNASSE,Commerces de l'art et d'antiquités
651859.7764,6861756.4301,1104,,bouquiniste,,,,,,,,,,12 QUAI MALAQUAIS,Commerces du livre
650417.773100004,6861757.7084,1105,MONA LISA,galerie d'art,,,,,,,,,,35 AVENUE MATIGNON,Commerces de l'art et d'antiquités
651600.205799997,6861758.6627,1106,REMKO,galerie d'art,,,,,,,,,,64 RUE MAZARINE,Commerces de l'art et d'antiquités
654870.624700002,6861759.1093,1107,NANOH,galerie d'art,,,,,,,,,,104 RUE DU CHÂTEAU,Commerces de l'art et d'antiquités
652688.783100002,6861759.91,1108,,bouquiniste,,,,,,,,,,144 VOIE GEORGES POMPIDOU,Commerces du livre
